Area_m2,Radius_m,Center_X,Center_Y,Elevation
261.4,9.12,441094.54,3261977.42,3
55.98,4.22,443375.49,3261972.38,3
326.66,10.2,441250.35,3261976.21,3
97.64,5.57,441121.18,3261984.78,3
59.97,4.37,440941.79,3261989.12,3
109.25,5.9,443190.33,3261980.75,3
24.56,2.8,442067.97,3261991.24,3
146.3,6.82,443399.84,3261983.12,3
125.18,6.31,443386.86,3261982.7,3
212.21,8.22,441238.04,3261992.02,3
282.43,9.48,441165.48,3261989.27,3
564.66,13.41,439636.04,3262005.46,3
67.94,4.65,443197.66,3261991.89,3
24.75,2.81,442046.73,3262000.63,3
191.21,7.8,441207.34,3262004.3,3
106.66,5.83,442111.33,3262009.15,3
524.3,12.92,441267.68,3262008.4,3
298.35,9.75,441190.47,3262018.83,3
74.41,4.87,443197.06,3262010.95,3
38.55,3.5,441283.83,3262022.72,3
109.09,5.89,443240.61,3262017.2,3
36.5,3.41,441470.47,3262028.81,3
349.65,10.55,441817.58,3262022.54,3
311.53,9.96,440942.53,3262019.11,3
110.1,5.92,443229.05,3262023.85,3
306.81,9.88,440198.31,3262040.15,3
317.66,10.06,441704.77,3262031.28,3
247.33,8.87,440167.59,3262046.64,3
410.26,11.43,441310.23,3262033.07,3
1516.49,21.97,442169.83,3262004.27,3
331.54,10.27,440353.17,3262046.18,3
392.59,11.18,441439.4,3262037.24,3
143.13,6.75,441136.59,3262038.94,3
183.06,7.63,441476.89,3262042.82,3
59.76,4.36,443202.17,3262039.79,3
339.25,10.39,441621.76,3262041.36,3
292.57,9.65,440164.12,3262059.02,3
105.24,5.79,441434.9,3262056.06,3
199.99,7.98,443221.74,3262043.96,3
418.18,11.54,441802.28,3262047.57,3
62.04,4.44,439391.55,3262072.24,3
128.17,6.39,441908.79,3262054.69,3
64.6,4.53,443299.87,3262056.49,3
229.11,8.54,441270.77,3262061.7,3
101.38,5.68,439379.7,3262078.84,3
61.94,4.44,443394.73,3262061.69,3
22.51,2.68,439486.99,3262083.62,3
69.39,4.7,439104.44,3262082.34,3
88.27,5.3,439413.33,3262083.48,3
33.08,3.24,441047.99,3262080.9,3
93.11,5.44,443244.68,3262067.82,3
322.98,10.14,440169.7,3262079.37,3
265.26,9.19,439083.47,3262088.21,3
1125.03,18.92,441693.97,3262060.3,3
26.23,2.89,443414.23,3262075.33,3
462.64,12.14,440413.22,3262083.29,3
16.79,2.31,441064.8,3262094.13,3
18.77,2.44,441059.29,3262094.12,3
136.9,6.6,441681.42,3262086.02,3
45.11,3.79,443227.96,3262084.72,3
92.62,5.43,441667.96,3262091.69,3
64.41,4.53,443363.07,3262085.81,3
63.58,4.5,443306.07,3262088.45,3
78.45,5,443382.9,3262090.05,3
29.63,3.07,441063.47,3262104.41,3
300.64,9.78,440390.77,3262103.82,3
77.98,4.98,443223.25,3262095.22,3
26.39,2.9,443237.12,3262100.14,3
73.95,4.85,441296.57,3262108.5,3
147.67,6.86,441561.33,3262105.79,3
151.25,6.94,439329.3,3262122.43,3
215.14,8.28,439252.6,3262122.35,3
46.22,3.84,441094.83,3262115.25,3
52,4.07,443254.34,3262104.69,3
116.22,6.08,441270.48,3262117.56,3
30.95,3.14,439232.39,3262133.92,3
78.27,4.99,441070.47,3262122.57,3
216.08,8.29,439113.18,3262130.86,3
256.72,9.04,439359.04,3262133.25,3
86.86,5.26,439329.77,3262136.39,3
373.93,10.91,440416,3262121.38,3
22.95,2.7,441013.46,3262130.02,3
22.2,2.66,443398.63,3262120,3
83.13,5.14,441272.42,3262130.92,3
105.5,5.79,439274.56,3262142.56,3
317.89,10.06,441002.82,3262123.76,3
142.71,6.74,443222.7,3262119.56,3
83.43,5.15,441020.13,3262135.34,3
41.94,3.65,441958.77,3262133.8,3
79.95,5.04,439247.68,3262152.13,3
126.29,6.34,441790.82,3262134.38,3
74.78,4.88,441008.38,3262145.18,3
142.44,6.73,441612.59,3262140.99,3
89.7,5.34,441281.28,3262143.63,3
285.5,9.53,441122.52,3262147,3
189.11,7.76,441159,3262148.24,3
242.55,8.79,441221.29,3262148.88,3
46.06,3.83,440886.13,3262151.92,3
419.15,11.55,440945.2,3262144.1,3
52.19,4.08,443218.57,3262140.17,3
67.92,4.65,438911.92,3262162.36,3
122.01,6.23,440920.42,3262150.91,3
143.59,6.76,440858.02,3262153.62,3
2883.74,30.3,439010.73,3262141.17,3
204.47,8.07,439190.08,3262165.61,3
22.15,2.66,438748.21,3262175.96,3
54.41,4.16,440647.08,3262167.18,3
829.26,16.25,440323.09,3262151.5,3
96.26,5.54,438731.42,3262176.13,3
1664.61,23.02,438271.45,3262166.87,3
246.18,8.85,441121.83,3262167.45,3
205.49,8.09,441475.88,3262164.54,3
403.27,11.33,440951.01,3262158.6,3
113.56,6.01,443355.61,3262155.13,3
62.63,4.46,439157.55,3262181.95,3
103.49,5.74,439172.28,3262183.34,3
55.77,4.21,441887.34,3262172.24,3
104.93,5.78,441542.62,3262163.16,3
139.18,6.66,438291.81,3262187.33,3
94.27,5.48,441841.6,3262166.21,3
600.46,13.83,441017.66,3262162.56,3
992.9,17.78,440292.17,3262155.91,3
21.32,2.61,443384.07,3262168.01,3
378.93,10.98,438248.12,3262187.97,3
251.23,8.94,441501.8,3262177.33,3
511.46,12.76,440981.23,3262173.36,3
243.73,8.81,441032.3,3262176.71,3
62.05,4.44,440846.27,3262181.69,3
1957.32,24.96,440243.01,3262139.45,3
488.57,12.47,438522.77,3262194.08,3
68.38,4.67,438627.04,3262195.2,3
224.7,8.46,441124.92,3262184.88,3
52.53,4.09,438319.1,3262199.57,3
521.48,12.88,438757.29,3262190.86,3
185.19,7.68,439128.36,3262193.71,3
62.44,4.46,441909.14,3262184.4,3
2028.13,25.41,442195.06,3262127.14,3
43.71,3.73,439835.21,3262199.54,3
151.06,6.93,438536.75,3262206.22,3
45.88,3.82,438562.15,3262208.75,3
226.75,8.5,441509.07,3262190.74,3
163.64,7.22,438284.79,3262205.95,3
65.37,4.56,441938.35,3262193.44,3
117.01,6.1,438342.48,3262213.09,3
377.2,10.96,441864.99,3262188.31,3
252.95,8.97,438366.78,3262213.21,3
58.92,4.33,440713.14,3262204.32,3
129.89,6.43,441812.79,3262195.46,3
104.2,5.76,440737.94,3262204.73,3
561.6,13.37,440959.87,3262196.44,3
53.17,4.11,441873.2,3262202.36,3
114.8,6.04,440746.32,3262209.17,3
37.08,3.44,438683.26,3262220.38,3
39.93,3.57,440765.11,3262210.34,3
284.23,9.51,440865.94,3262207.36,3
473.69,12.28,441971.93,3262196.88,3
20.31,2.54,438045.91,3262231.27,3
41.11,3.62,441744.19,3262211.99,3
228.95,8.54,440712.8,3262215.11,3
162.31,7.19,441562.28,3262210.05,3
470.71,12.24,439152.1,3262223.91,3
545.61,13.18,441496.51,3262216.42,3
801.9,15.98,441852.06,3262203.14,3
234.72,8.64,440731.39,3262227.02,3
75.44,4.9,441450.59,3262228.17,3
51.4,4.04,441440.96,3262223.75,3
292.64,9.65,440756.6,3262225.04,3
140.9,6.7,439864.17,3262233.09,3
258.37,9.07,441877.54,3262223.68,3
256.23,9.03,440974.89,3262237.24,3
76.48,4.93,440753.93,3262237.67,3
94.65,5.49,440713.18,3262243.15,3
57.78,4.29,440723.75,3262242.4,3
32.26,3.2,443200.09,3262232.1,3
111.83,5.97,440894.28,3262240.64,3
86.54,5.25,440738.22,3262244.53,3
591.5,13.72,441531.59,3262238.88,3
379.82,11,441096.79,3262241.02,3
188.82,7.75,441860.4,3262236.78,3
224.61,8.46,440650.28,3262243.07,3
50.31,4,439648.3,3262257.71,3
94.31,5.48,440713.61,3262253.58,3
407.55,11.39,441765.79,3262236.37,3
359.73,10.7,441739.02,3262246.39,3
847.41,16.42,439679.2,3262250.49,3
95.88,5.52,441781.8,3262255.86,3
62.54,4.46,439905.08,3262265.91,3
48.81,3.94,441766.04,3262260.82,3
489.6,12.48,441018.09,3262247.95,3
141.41,6.71,440882.8,3262262.07,3
15.86,2.25,438560.61,3262283.87,3
405.81,11.37,440363.44,3262266.85,3
83.11,5.14,443230.54,3262255.3,3
133.8,6.53,440906.87,3262269.92,3
83.67,5.16,438567.28,3262288.05,3
344.51,10.47,439646.81,3262274.2,3
88.58,5.31,441690.65,3262276.48,3
496.49,12.57,441882.89,3262264.13,3
264.41,9.17,441462.72,3262272.28,3
10.47,1.83,439496.08,3262296.38,3
1223.28,19.73,438824.93,3262275.36,3
94.78,5.49,443925.7,3262270.64,3
500.48,12.62,441369.99,3262278.08,3
73.03,4.82,441768.21,3262287.36,3
38.25,3.49,441556.87,3262287.67,3
415.51,11.5,438833.89,3262300.57,3
101.96,5.7,441553.7,3262295.73,3
456.68,12.06,441829.51,3262286.66,3
310.39,9.94,441440.25,3262286.75,3
74.77,4.88,441333.69,3262298.86,3
136.1,6.58,441819.07,3262295.5,3
170.72,7.37,441897.62,3262295.58,3
45.12,3.79,441779.53,3262300.27,3
31.78,3.18,443211.68,3262294.39,3
50.97,4.03,441074.79,3262305.62,3
64.19,4.52,441302.02,3262301.85,3
382.58,11.04,441736.76,3262298.98,3
69.63,4.71,439858.53,3262314.68,3
95.52,5.51,443230.18,3262295.38,3
29.64,3.07,443207.57,3262299.82,3
263.75,9.16,441787.2,3262308.71,3
211.4,8.2,441817.16,3262312.16,3
518.93,12.85,438793.32,3262319.17,3
49.78,3.98,441775.56,3262317.53,3
429.28,11.69,443123.95,3262289.48,3
706.03,14.99,438735.91,3262322.98,3
222.96,8.42,441474.19,3262315.02,3
51.56,4.05,441099.79,3262324.6,3
188.91,7.75,441713.39,3262309.77,3
48.11,3.91,441817.92,3262323.01,3
275.82,9.37,441854.02,3262320.66,3
30.55,3.12,439609.9,3262336.57,3
80.73,5.07,440153.63,3262335.8,3
167.14,7.29,438019.16,3262345.62,3
33.32,3.26,441201.32,3262333.59,3
92.66,5.43,439202.7,3262349.88,3
162.53,7.19,438033.5,3262353.59,3
53.9,4.14,438161.65,3262362.44,3
54.58,4.17,441169.71,3262355.65,3
16.26,2.28,439633.91,3262365.16,3
22.62,2.68,441185.08,3262359.79,3
114.74,6.04,438109.32,3262374.43,3
131.8,6.48,438120.17,3262377.14,3
20.62,2.56,438245.33,3262383.14,3
114.18,6.03,438269.11,3262381.4,3
282.74,9.49,441470.01,3262366.56,3
90.21,5.36,438454.36,3262393.97,3
18.45,2.42,439828.81,3262389.67,3
34.38,3.31,439842.61,3262390.48,3
66.05,4.59,441162.75,3262382.73,3
161.52,7.17,443820.33,3262373.14,3
155.04,7.03,441582.79,3262380.61,3
94.91,5.5,443797.18,3262377.41,3
131.76,6.48,441238.98,3262391.82,3
67.15,4.62,441316.48,3262396.13,3
64.33,4.53,441113.34,3262395.18,3
119.74,6.17,443819.29,3262384.04,3
66.08,4.59,438624.85,3262411.11,3
50.64,4.01,443867.02,3262388.09,3
33.39,3.26,438333.32,3262418.47,3
161.64,7.17,438445.67,3262410.26,3
251.99,8.96,443816.56,3262392.69,3
14.7,2.16,439483.33,3262417.8,3
79.21,5.02,443866.72,3262396.38,3
64.92,4.55,443880.28,3262396.88,3
30.57,3.12,438127.05,3262430.56,3
172.98,7.42,443844.57,3262393.93,3
32.37,3.21,439629.89,3262421.6,3
105.68,5.8,443803.98,3262400.93,3
431.48,11.72,441971.8,3262393.54,3
22.36,2.67,438139.85,3262432.27,3
27.83,2.98,443846.05,3262405.97,3
115.67,6.07,443882.49,3262406.16,3
1076.62,18.51,441544.32,3262395.27,3
78.18,4.99,438531.08,3262437.55,3
215.41,8.28,438604.03,3262432.1,3
16.81,2.31,439484.24,3262440.38,3
255.29,9.01,441182.49,3262423.98,3
3657.48,34.12,439145.75,3262402.68,3
15.12,2.19,438614.64,3262449.07,3
239.21,8.73,443782.12,3262410.22,3
146.97,6.84,441730.34,3262424.82,3
24.56,2.8,440895.77,3262438.82,3
158.78,7.11,443743.76,3262418.36,3
388.52,11.12,441510.16,3262427.92,3
241.22,8.76,443867.91,3262416.11,3
102.75,5.72,438476.49,3262443.15,3
168.32,7.32,443761.07,3262429.19,3
24.26,2.78,441413.68,3262443.59,3
202.88,8.04,443717.17,3262426.55,3
368.35,10.83,441990.56,3262427.52,3
394.82,11.21,441099.99,3262435.51,3
40.11,3.57,442152.91,3262441.59,3
277.31,9.4,443802.21,3262424.32,3
236.96,8.68,438505.93,3262459.23,3
208.2,8.14,441203.97,3262442.01,3
224.55,8.45,441429.3,3262445.36,3
211.84,8.21,443846.09,3262426.73,3
474.2,12.29,438550.12,3262456.79,3
255.11,9.01,438525.13,3262457.13,3
44.78,3.78,439235.67,3262465.05,3
259.39,9.09,443721.9,3262438.03,3
75.26,4.89,441406.17,3262449.51,3
58.44,4.31,439247.4,3262466.13,3
137.98,6.63,439137.66,3262463.87,3
245.81,8.85,443765.28,3262440.05,3
44.8,3.78,440566.74,3262458.99,3
338.98,10.39,441494.87,3262449.74,3
173.32,7.43,443641.13,3262443.05,3
234.91,8.65,441221.74,3262453.77,3
34.18,3.3,439489.57,3262472.68,3
87.08,5.26,439374.1,3262471.82,3
226.34,8.49,443727.46,3262448.56,3
128.37,6.39,441859.77,3262463.31,3
100.3,5.65,443653.13,3262450.68,3
78.29,4.99,441749.17,3262464.73,3
28.61,3.02,441266.31,3262467.05,3
106.48,5.82,441207.19,3262462.69,3
69.08,4.69,441325.05,3262465.1,3
145.97,6.82,443700.52,3262446.26,3
82.87,5.14,441313.49,3262465.74,3
257.81,9.06,443769.72,3262451.25,3
113.34,6.01,440574.03,3262469.57,3
78.34,4.99,439129.14,3262479.87,3
543.18,13.15,441092.77,3262464.07,3
21.32,2.61,441382.81,3262473.17,3
222.86,8.42,443732.67,3262458.32,3
287.74,9.57,442191.71,3262462.35,3
32.18,3.2,441402.57,3262472.44,3
321.77,10.12,441469.38,3262465.16,3
14.01,2.11,439124.81,3262490.85,3
143.66,6.76,441250.68,3262476.08,3
216.1,8.29,443773.35,3262461.85,3
1590.36,22.5,438048.29,3262477.27,3
173,7.42,443740.14,3262467.92,3
31.01,3.14,441420.07,3262487.78,3
958.58,17.47,441161.45,3262466.57,3
101.77,5.69,440460.1,3262491.91,3
161.24,7.16,440841.74,3262491.06,3
48.64,3.93,441498.2,3262488.55,3
93.52,5.46,441401.97,3262487.48,3
226.13,8.48,442050.06,3262476.44,3
10.49,1.83,439544.5,3262505.52,3
87.67,5.28,443784.24,3262484.6,3
68.73,4.68,440935.46,3262495.63,3
66.53,4.6,441396.87,3262495.74,3
397.09,11.24,442217.22,3262483.72,3
582.88,13.62,441119.04,3262493.82,3
142.15,6.73,443869.8,3262487.82,3
39.84,3.56,441034.94,3262506.67,3
75.84,4.91,441506.74,3262508,3
51.04,4.03,439368.6,3262521.36,3
397.7,11.25,442128.08,3262487.01,3
208.03,8.14,440695.09,3262517.92,3
241.55,8.77,440277.47,3262510.19,3
34.07,3.29,441832.04,3262521.41,3
194.25,7.86,439378.55,3262525.91,3
16.63,2.3,439390.13,3262535.62,3
51.9,4.06,441034.73,3262525.01,3
597.45,13.79,440669.5,3262521,3
106.52,5.82,441329.67,3262532.47,3
409.23,11.41,441103.48,3262534.56,3
237.64,8.7,439381.52,3262544.92,3
50.7,4.02,443797.41,3262529.51,3
21.38,2.61,438660.61,3262561.57,3
232.12,8.6,442234.38,3262539.6,3
190.42,7.79,440211.8,3262548.03,3
168.66,7.33,442210.86,3262543.49,3
290.94,9.62,440936.21,3262547.29,3
40.47,3.59,441558.43,3262547.94,3
16.88,2.32,438678.4,3262566.88,3
33.34,3.26,441074.28,3262554.46,3
19.08,2.46,441085.11,3262557.86,3
88.9,5.32,439345.15,3262563.02,3
22.09,2.65,441808.62,3262552.98,3
22.65,2.69,441534.93,3262556.33,3
207.64,8.13,440811.79,3262556.39,3
21.7,2.63,441541.1,3262561.38,3
102.39,5.71,441127,3262560.65,3
42.95,3.7,440820.99,3262564.27,3
54.53,4.17,442089.07,3262560.72,3
410.77,11.43,442009.85,3262556.61,3
21.88,2.64,441547.12,3262566.27,3
104.02,5.75,443079.19,3262555.93,3
27.68,2.97,441035.65,3262574.08,3
124.2,6.29,441979.39,3262564.59,3
68.7,4.68,441809.92,3262571.38,3
13.31,2.06,440142.61,3262584.64,3
80.56,5.06,441556.38,3262574.27,3
32.39,3.21,440751.08,3262583.39,3
52.27,4.08,441446.91,3262579.92,3
12.2,1.97,440145.9,3262589.12,3
24.72,2.81,441566.36,3262580.98,3
50.27,4,443289.27,3262570.78,3
139.19,6.66,441750.42,3262573.91,3
39.7,3.55,442091.51,3262579.65,3
474.96,12.3,440774.77,3262575.24,3
24.1,2.77,441572.52,3262586.14,3
2873.74,30.24,438789.04,3262559.97,3
283.26,9.5,441080.73,3262585.99,3
174.47,7.45,441200.09,3262585.71,3
19.51,2.49,442141.52,3262587.02,3
25.73,2.86,441578.6,3262591.02,3
105.51,5.8,439611.81,3262596.19,3
45.5,3.81,441821.93,3262592.72,3
162.42,7.19,439263.65,3262601.59,3
19.07,2.46,439279.67,3262609.15,3
164.28,7.23,443216.91,3262585.51,3
25.07,2.82,439232,3262610.92,3
101.58,5.69,443538.83,3262589.07,3
1291,20.27,438980.29,3262596.4,3
52.29,4.08,438531.2,3262618.78,3
159.42,7.12,440931.08,3262597.7,3
809.15,16.05,442022.55,3262579.96,3
14.31,2.13,439889.77,3262614.69,3
56.92,4.26,439214.62,3262615.63,3
84.18,5.18,441995.34,3262599.03,3
281.16,9.46,443237.38,3262587.13,3
303.92,9.84,443195.67,3262589.54,3
151.49,6.94,438594.2,3262620.74,3
61.49,4.42,438568.67,3262623.54,3
141.43,6.71,441910.59,3262604.78,3
240.86,8.76,443246.79,3262594.12,3
124.25,6.29,443295.66,3262598.53,3
35.65,3.37,438562.13,3262632.96,3
439.75,11.83,443465.26,3262595.62,3
21.86,2.64,438621.82,3262634.65,3
64.03,4.51,441740.37,3262616.77,3
138.09,6.63,438629.05,3262628.71,3
119.92,6.18,438586.7,3262631.55,3
90.87,5.38,443289.43,3262609.16,3
145.42,6.8,440697.58,3262620.25,3
135.91,6.58,442031.65,3262614.37,3
636.84,14.24,440800.76,3262610.27,3
201.21,8,443261.19,3262603.53,3
433.57,11.75,441461.73,3262604.84,3
134.11,6.53,442061.37,3262620.34,3
135.31,6.56,443450.28,3262608.74,3
48.64,3.93,440686.79,3262631.11,3
315.97,10.03,439235.5,3262627.86,3
32.64,3.22,438500.89,3262644.2,3
63.87,4.51,438567.73,3262646.16,3
219.25,8.35,443269.73,3262611.06,3
32.97,3.24,441938.42,3262629.17,3
173.25,7.43,443442.45,3262616.1,3
43.46,3.72,440692.88,3262636.76,3
89.34,5.33,440737.4,3262634.01,3
242.01,8.78,443191.02,3262616.05,3
1398.3,21.1,441960.35,3262610.35,3
26.17,2.89,441941.51,3262633.81,3
61.37,4.42,442055.73,3262632.62,3
111.15,5.95,443233.7,3262623.61,3
256.7,9.04,441386.39,3262627.47,3
101.05,5.67,440816.17,3262639.77,3
147.79,6.86,443457.59,3262622.55,3
180.71,7.58,441045.85,3262639.91,3
52.74,4.1,441948.79,3262640.5,3
82.82,5.13,440113.29,3262646.8,3
153.81,7,441200.2,3262641.6,3
178.92,7.55,443394.61,3262630.84,3
378.26,10.97,441159.23,3262637.6,3
50.02,3.99,441984.27,3262643.84,3
193.84,7.86,443416.27,3262629.6,3
77.87,4.98,441096.57,3262648.77,3
140.38,6.68,443404.16,3262637.19,3
331.55,10.27,443433.69,3262627.35,3
292.3,9.65,441916.95,3262638.09,3
60.97,4.41,442025.11,3262646.58,3
17.78,2.38,442041.51,3262651.08,3
374.37,10.92,442001.37,3262638.21,3
244.25,8.82,440229.93,3262658.03,3
46.61,3.85,443390.01,3262643.22,3
30.39,3.11,439047.14,3262668.23,3
142.37,6.73,443261.62,3262641.39,3
46.67,3.85,442023.22,3262653.79,3
74.49,4.87,443377.78,3262642.34,3
209.16,8.16,443234.31,3262637.92,3
34.3,3.3,442034.95,3262657.07,3
236.58,8.68,443218.24,3262642.61,3
192.98,7.84,443241.82,3262642.39,3
220.01,8.37,442299.32,3262650.75,3
156.29,7.05,440699.72,3262663.23,3
215.79,8.29,440198.8,3262663.69,3
269.83,9.27,443183.62,3262644.89,3
404.28,11.34,441455.93,3262641.7,3
151.68,6.95,442005.88,3262655.17,3
55.26,4.19,439019.08,3262677.59,3
59.08,4.34,439028.34,3262679.67,3
45.73,3.82,441462.2,3262670.71,3
201.52,8.01,440825.7,3262663.9,3
45.12,3.79,441470.56,3262672.16,3
2798.16,29.84,438754.71,3262670.03,3
75.89,4.91,441152.15,3262670.08,3
196.73,7.91,443185.19,3262665.28,3
1631.55,22.79,440533.9,3262657.24,3
196.67,7.91,441929.5,3262663.42,3
243.63,8.81,440942.12,3262663.31,3
34.95,3.34,441940.31,3262676.55,3
192.67,7.83,443215.81,3262668.18,3
1218.92,19.7,443835.72,3262647.23,3
102.81,5.72,440287.33,3262686.68,3
266.44,9.21,443231.84,3262663.41,3
217.94,8.33,440894.19,3262678.33,3
558.3,13.33,438690.95,3262686.39,3
1763.4,23.69,438592.4,3262697.15,3
69.87,4.72,442057.65,3262679.17,3
40.03,3.57,440832.39,3262688.18,3
467.16,12.19,438322.81,3262698.69,3
109.41,5.9,441941.42,3262686.52,3
82.93,5.14,440823.6,3262692.72,3
494.61,12.55,440234.34,3262687.41,3
44.71,3.77,443078.79,3262687.35,3
32.8,3.23,441438.05,3262697.43,3
249.6,8.91,440726.8,3262692.72,3
68.11,4.66,443799,3262685.99,3
59.97,4.37,439104.95,3262711.08,3
361.22,10.72,438290.71,3262714.47,3
141.28,6.71,441076.36,3262700.87,3
608.76,13.92,441590.26,3262689.47,3
161.94,7.18,440928.3,3262701.64,3
157.95,7.09,441550.88,3262701.42,3
2835.8,30.04,441639.43,3262673.65,3
97.94,5.58,443220.18,3262697.97,3
114.52,6.04,441226.47,3262710.27,3
511.87,12.76,443840.63,3262688.5,3
622.26,14.07,442087.84,3262690.92,3
59.07,4.34,441149.76,3262715.59,3
99.44,5.63,441072.25,3262715.64,3
52.85,4.1,439005.18,3262728.21,3
57.97,4.3,441935.44,3262713.97,3
76.74,4.94,441208.92,3262719.48,3
57.8,4.29,441948.63,3262716.28,3
41.9,3.65,441990.95,3262718.36,3
27.81,2.98,441048.34,3262723.95,3
65.07,4.55,439021.58,3262737.58,3
225.26,8.47,441922.15,3262717.46,3
711.8,15.05,441634.95,3262713.51,3
78.29,4.99,440766.89,3262733.42,3
73.05,4.82,439946.16,3262736.11,3
292.25,9.65,440800.02,3262737.64,3
20.72,2.57,442067.62,3262732.11,3
54.07,4.15,440833.68,3262740.12,3
94.55,5.49,441899.8,3262732.06,3
4552.33,38.07,438626.51,3262732.44,3
113.4,6.01,441915.74,3262738,3
147.38,6.85,441876.44,3262746.28,3
217.69,8.32,441965.25,3262740.18,3
707.77,15.01,441616.65,3262728.57,3
50.93,4.03,441911.5,3262751.42,3
1339.95,20.65,443948.12,3262724.07,3
518.14,12.84,441536.13,3262744.55,3
129.33,6.42,441896.92,3262754.78,3
136.97,6.6,440435.55,3262756.23,3
256.46,9.04,441688.41,3262740.27,3
19.03,2.46,438967.59,3262776.4,3
194.14,7.86,441923.31,3262754.51,3
241.02,8.76,441110.57,3262758.92,3
134.58,6.55,441957.03,3262760.06,3
50.67,4.02,439608.59,3262775.87,3
575.17,13.53,440373.04,3262766.33,3
81.46,5.09,439924.96,3262781.13,3
237.1,8.69,442061.43,3262754.68,3
18.15,2.4,438991.78,3262793.74,3
94.07,5.47,439614.81,3262786.4,3
26.64,2.91,439727.12,3262787.61,3
13.13,2.04,439618.7,3262793.06,3
212.76,8.23,442097.63,3262778.58,3
36.75,3.42,441822.68,3262781.96,3
461.87,12.13,441971.25,3262776.93,3
35.09,3.34,439580.46,3262796.75,3
55.46,4.2,439983.64,3262792.99,3
50.74,4.02,442029.57,3262782.34,3
273.31,9.33,442013.3,3262777.68,3
482.51,12.39,442069.01,3262757.52,3
27.27,2.95,439718.46,3262797.3,3
38.07,3.48,439587.51,3262802.98,3
80.5,5.06,439935.12,3262799.58,3
64.47,4.53,441678.78,3262791.16,3
464.24,12.16,441307.8,3262785.56,3
69.2,4.69,442003.35,3262794.19,3
71.13,4.76,438815.14,3262812.36,3
29.9,3.09,443788.2,3262787.19,3
376.15,10.94,441973.23,3262793.77,3
206.95,8.12,439996.68,3262801.2,3
249.15,8.91,441939,3262788.06,3
317.37,10.05,441302.95,3262799.07,3
155.85,7.04,442049.52,3262800.06,3
104.75,5.77,439932.56,3262811.06,3
229.09,8.54,441528.11,3262802.68,3
72.97,4.82,441659.66,3262804.16,3
31.56,3.17,439700.28,3262817.52,3
318.91,10.08,442122.02,3262795.57,3
96.39,5.54,441585.06,3262810.39,3
70.26,4.73,441526.91,3262813.39,3
47.28,3.88,440517.76,3262819.13,3
604.2,13.87,442011.2,3262805.04,3
198.64,7.95,439949.88,3262822.38,3
43.71,3.73,443349.66,3262805.07,3
444.73,11.9,441477.19,3262809.79,3
263.66,9.16,441252.68,3262813.23,3
33.39,3.26,439691.36,3262827.65,3
135.06,6.56,441229.93,3262817.37,3
68.86,4.68,439933.02,3262829.51,3
12.79,2.02,438977.85,3262840.36,3
16.88,2.32,441211.28,3262828.51,3
11.89,1.95,439665.26,3262839.78,3
75.26,4.89,443332.98,3262821.29,3
33.2,3.25,439682.4,3262837.47,3
142.53,6.74,438406.54,3262843.9,3
683.53,14.75,441966.9,3262821.22,3
86.5,5.25,441653.08,3262829.45,3
48.17,3.92,441639.56,3262831.82,3
59.52,4.35,442111.2,3262833.84,3
55.38,4.2,441529.48,3262835.81,3
22.16,2.66,441132.65,3262840.14,3
227.17,8.5,441237.17,3262835.1,3
52.49,4.09,441671.05,3262838.92,3
258.32,9.07,438480.07,3262855.53,3
114.28,6.03,443333.35,3262832.41,3
157.24,7.07,441409.62,3262839.26,3
94.49,5.48,441568.08,3262846.12,3
1129.47,18.96,442255.22,3262825.56,3
44.77,3.78,440776.04,3262853.61,3
211.61,8.21,438750.58,3262868.85,3
51.28,4.04,441413.12,3262857.19,3
118.76,6.15,441280.19,3262854.27,3
188.31,7.74,441506.62,3262858.97,3
464.4,12.16,440543.07,3262861.82,3
43.91,3.74,441913.23,3262865.13,3
399.79,11.28,441347.36,3262857.42,3
80.85,5.07,440489.34,3262873.28,3
1182.14,19.4,441461.5,3262854.71,3
100.2,5.65,441510.51,3262871.09,3
44.07,3.75,440997.35,3262875.73,3
128.57,6.4,441927.02,3262869.66,3
138.56,6.64,440434.97,3262875.38,3
41.75,3.65,441849.4,3262874.03,3
646.96,14.35,441295.27,3262862.35,3
68.8,4.68,441945.24,3262876.65,3
249.93,8.92,441114.4,3262870.83,3
248.63,8.9,439979.53,3262886.28,3
65.46,4.56,443454.89,3262870.9,3
84.69,5.19,443427.07,3262871.48,3
24.37,2.79,441910.44,3262880.45,3
127.5,6.37,441039.07,3262881.43,3
727.08,15.21,438785.17,3262884.01,3
388.85,11.13,442244.79,3262866.57,3
60.48,4.39,439352.04,3262896.19,3
